logo,link,name
filtergame.jpg,https://filtergame.com/,FilterGame
YOHCAN_LOGO.png,https://linktr.ee/yohcanstudio,YOHCAN
HaNWA_logo.png,https://lit.link/hanwagame,HaNWAGame
AG_Logo.png,https://store.steampowered.com/app/3090620/Arcade_Galaxy/,ArcadeGalaxy
FromDawnGames.png,https://store.steampowered.com/app/2286780/,FromDawnGames
